12.05.1999 ; NEPKV ; TUNNUSNIMI ; NEP1V ; Neptun K ; Neptun Maritime
17.05.1999 ; ILK1S ; SPLIT ; 1 ; 2
17.05.1999 ; ILK2S ; SPLIT ; 1 ; 2
28.05.1999 ; SOI1S ; TUNNUSNIMI ; MRE1V ; Suomen Optiopörssi ; Menire
01.06.1999 ; KES1S ; TUNNUSNIMI ; KESBV ; Kesko ; Kesko B
04.06.1999 ; ATR1V ; TUNNUSNIMI ; ATRAV ; Atria ; Atria A
01.07.1999 ; VALAS ; TUNNUSNIMI ; MEO1V ; Valmet A ; Metso
01.07.1999 ; RAM1V ; TUNNUSNIMI ; MEO1V ; Rauma ; Metso
01.10.1999 ; PMJ1V ; SPLIT ; 1 ; 6
07.10.1999 ; JOT1V ; SPLIT ; 1 ; 10
08.10.1999 ; HUHIV ; TUNNUSNIMI ; HVL1V ; Huhtamäki I ; Huhtamäki van Leer
08.10.1999 ; HUHKV ; TUNNUSNIMI ; HVL1V ; Huhtamäki K ; Huhtamäki van Leer
01.11.1999 ; KONBS ; SPLIT ; 1 ; 3
05.11.1999 ; TJT1V ; SPLIT ; 1 ; 3
08.12.1999 ; SAJ1V ; TUNNUSNIMI ; CTA1V ; Santasalo-JOT ; Componenta
20.12.1999 ; INSAS ; TUNNUSNIMI ; INS1V ; Instrumentarium A ; Instrumentarium
20.12.1999 ; INSBV ; TUNNUSNIMI ; INS1V ; Instrumentarium B ; Instrumentarium
29.12.1999 ; SFT1V ; SPLIT ; 1 ; 4
03.01.2000 ; ASKAS ; TUNNUSNIMI ; UNR1V ; Asko A ; Uponor
07.01.2000 ; PKC1V ; NIMI ; PK Cables ; PKC Group
19.01.2000 ; TJT1V ; SPLIT ; 1 ; 3
01.02.2000 ; MTA1V ; SPLIT ; 1 ; 1.02
01.02.2000 ; MTA1V ; TUNNUSNIMI ; NBH1V ; Merita ; Nordic Baltic Holding
16.02.2000 ; BALAS ; NIMI ; Balansor ; A Company Finland
10.03.2000 ; OUTAS ; TUNNUSNIMI ; OUT1V ; Outokumpu A ; Outokumpu
23.03.2000 ; VAIAS ; SPLIT ; 1 ; 4
29.03.2000 ; PON1V ; SPLIT ; 1 ; 2
03.04.2000 ; ALD1V ; SPLIT ; 1 ; 10
03.04.2000 ; CVM1V ; SPLIT ; 1 ; 5
04.04.2000 ; NED1V ; SPLIT ; 1 ; 4
10.04.2000 ; CTL1V ; SPLIT ; 1 ; 5
10.04.2000 ; NOK1V ; SPLIT ; 1 ; 4
13.04.2000 ; EIMAV ; SPLIT ; 1 ; 4
18.04.2000 ; BIRAV ; SPLIT ; 1 ; 4
18.04.2000 ; BIRBV ; SPLIT ; 1 ; 4
25.04.2000 ; NOV1V ; SPLIT ; 1 ; 5
25.04.2000 ; FSC1V ; SPLIT ; 1 ; 5
25.04.2000 ; FSC1VEW198 ; SPLIT ; 1 ; 5
10.05.2000 ; SWSAV ; SPLIT ; 1 ; 4
10.05.2000 ; SWSBV ; SPLIT ; 1 ; 4
31.05.2000 ; NEP1V ; TUNNUSNIMI ; SJA1V ; Neptun Maritime ; Silja
26.06.2000 ; MRE1VU0100 ; MERKINTÄOIKEUS ; MRE1VN0100
30.06.2000 ; KPUAV ; NIMI ; Keski-Suomen Puh. A ; KSP Yhtiöt A
30.06.2000 ; KPUAV ; SPLIT ; 1 ; 5
03.07.2000 ; HPHAV ; TUNNUSNIMI ; ELIAV ; HPY Holding ; Elisa Communications
03.07.2000 ; HEPEV ; SPLIT ; 1 ; 2.16204
03.07.2000 ; HEPEV ; TUNNUSNIMI ; ELIAV ; Helsingin Puhelin E ; Elisa Communications
06.07.2000 ; MRE1VN0100 ; TUNNUSNIMI ; MRE1V ; Menire uudet ; Menire
25.09.2000 ; METAS ; TUNNUSNIMI ; WRTAV ; Metra A ; Wärtsilä A
25.09.2000 ; METBS ; TUNNUSNIMI ; WRTBV ; Metra B ; Wärtsilä B
30.09.2000 ; LVO1V ; SPLIT ; 1 ; 10
30.09.2000 ; LVO1V ; TUNNUSNIMI ; FUM1V ; Länsivoima ; Fortum
18.10.2000 ; SRA1VN0399 ; SPLIT ; 10 ; 11
18.10.2000 ; SRA1VN0399 ; TUNNUSNIMI ; SRA1V ; Soneran Bonus-osakkeet ; Sonera
19.10.2000 ; SLS1V ; TUNNUSNIMI ; JIP1V ; Saunalahti ; Jippii Group
19.10.2000 ; JIP1V ; SPLIT ; 1 ; 2
01.11.2000 ; FINAS ; JAKAUTUMINEN ; 4 ; FNV1V ; Finvest ; 0.1477 ; EQH1V ; EQ Holding ; 0.216 ; ERG1V ; Evox Rifa Group ; 0.3397 ; VCCAV ; Vestcap A ; 0.2966
01.11.2000 ; FINBS ; JAKAUTUMINEN ; 4 ; FNV1V ; Finvest ; 0.1477 ; EQH1V ; EQ Holding ; 0.216 ; ERG1V ; Evox Rifa Group ; 0.3397 ; VCCBV ; Vestcap B ; 0.2966
27.11.2000 ; YLEPS ; SPLIT ; 1 ; 2
27.11.2000 ; THT1V ; TUNNUSNIMI ; SOL1V ; TH Tiedonhallinta ; Solteq
07.12.2000 ; NBH1V ; TUNNUSNIMI ; NDA1V ; Nordic Baltic Holding ; Nordea
02.04.2001 ; RAP1V ; NIMI ; Rapala Normark ; Rapala VMC
22.12.2000 ; SHEAV ; TUNNUS ; SHE1V
28.12.2000 ; PHA1V ; SPLIT ; 1 ; 5
13.02.2001 ; SHE1V ; SPLIT ; 1 ; 3
16.02.2001 ; TPO1V ; TUNNUSNIMI ; SOO1V ; Tampereen Puhelin ; Soon Communications
07.03.2001 ; FIFAS ; SPLIT ; 1 ; 2
02.04.2001 ; PANAS ; SPLIT ; 1 ; 6
02.04.2001 ; PANBS ; SPLIT ; 1 ; 6
02.04.2001 ; VCCAV ; NIMI ; Vestcap A ; CapMan
02.04.2001 ; VCCBV ; NIMI ; Vestcap B ; CapMan
02.04.2001 ; VCCAV ; SPLIT ; 2000 ; 585
02.04.2001 ; VCCAV ; TUNNUSNIMI ; CPMBV ; Vestcap A ; CapMan B
02.04.2001 ; VCCBV ; SPLIT ; 2000 ; 487
02.04.2001 ; VCCBV ; TUNNUSNIMI ; CPMBV ; Vestcap B ; CapMan B
02.04.2001 ; ARM1V ; TUNNUSNIMI ; RMR1V ; A-Rakennusmies ; Ramirent
02.04.2001 ; KYR1V ; JAKAUTUMINEN ; 2 ; KRO1V ; Kyro ; 0.608 ; TEN1V ; Tecnomen Holding ; 0.392
05.04.2001 ; NED1V ; TUNNUSNIMI ; ENE1V ; Nedecon ; Endero
10.04.2001 ; SAMAS ; NIMI ; Sampo A ; Sampo
17.04.2001 ; MAV1V ; TUNNUSNIMI ; EVI1V ; Markk. Viherjuuri ; Evia
18.04.2001 ; HVL1V ; TUNNUSNIMI ; HUH1V ; Huhtamäki van Leer ; Huhtamäki
23.04.2001 ; SAMAS ; SPLIT ; 1 ; 5
26.04.2001 ; RAKBS ; SPLIT ; 1 ; 3
12.05.2001 ; EQH1V ; SPLIT ; 7.20631 ; 1
12.05.2001 ; EQH1V ; TUNNUSNIMI ; EQO1V ; EQ Holding ; EQ Online
01.06.2001 ; MESAS ; TUNNUSNIMI ; MRLAV ; Metsä-Serla A ; M-real A
01.06.2001 ; MESBS ; TUNNUSNIMI ; MRLBV ; Metsä-Serla B ; M-real B
19.09.2001 ; TLAAV ; TUNNUSNIMI ; TLA1V ; Tekla A ; Tekla
01.10.2001 ; DON1V ; JAKAUTUMINEN ; 2 ; DSO1V ; Done Solutions ; 0.855 ; MGH1V ; Mgine Holding ; 0.145
01.10.2001 ; LAS1S ; JAKAUTUMINEN ; 2 ; LAT1V ; Lassila & Tikanoja ; 0.716 ; SUO1V ; J.W. Suominen Yhtymä ; 0.284
09.10.2001 ; CTH1V ; NIMI ; Componenta Holding ; Componenta
28.12.2001 ; TCN1V ; SPLIT ; 1 ; 1.080883
28.12.2001 ; TCN1V ; TUNNUS ; TEN1V
02.01.2002 ; TEN1V ; NIMI ; Tecnomen Holding ; Tecnomen
21.01.2002 ; POHAS ; TUNNUSNIMI ; POHDV ; Pohjola A ; Pohjola-Yhtymä D
21.01.2002 ; POHBS ; TUNNUSNIMI ; POHDV ; Pohjola B ; Pohjola-Yhtymä D
27.03.2002 ; SUO1V ; NIMI ; J.W. Suominen Yhtymä ; Suominen Yhtymä
16.04.2002 ; KPUAV ; TUNNUSNIMI ; YOM1V ; KSP Yhtiöt A ; Yomi
05.06.2002 ; JOT1V ; TUNNUSNIMI ; EBG1V ; JOT Automation ; Elektrobit Group
02.10.2002 ; WEN1V ; TUNNUSNIMI ; SCF1V ; Wecan Electronics ; Scanfil
22.10.2002 ; FNV1V ; TUNNUSNIMI ; AMA1V ; Finvest ; Amanda Capital
05.12.2002 ; SRA1V  ; SPLIT ; 1 ; 1.5144
05.12.2002 ; SRA1VV ; TUNNUSNIMI ; TLS1V ; Sonera ; TeliaSonera
05.12.2002 ; SRA1V ; TUNNUSNIMI ; TLS1V ; Sonera ; TeliaSonera
07.04.2003 ; MMO1V ; SPLIT ; 1 ; 2
01.05.2003 ; HACAS ; TUNNUS ; HAC1V
05.05.2003 ; POHDV ; TUNNUS ; POH1V
09.05.2003 ; JIP1V ; NIMI ; Jippii Group ; Saunalahti Group
12.05.2003 ; JIP1V ; TUNNUS ; SAG1V
19.06.2003 ; FUM1VW200; SPLIT ; 20 ; 21
19.06.2003 ; FUM1VW200 ; TUNNUSNIMI ; FUM1V ; Fortum Bonus ; Fortum
29.03.2004 ; YTY1V ; SPLIT ; 1 ; 2
01.04.2004 ; BENSV ; TUNNUSNIMI ; BNFSV ; Benefon S ; Benefon
01.04.2004 ; AMA1V ; TUNNUS ; AMC1V
02.04.2004 ; ORIAS ; TUNNUSNIMI ; ORNAS ; Orion-yhtymä A ; Orion A  
02.04.2004 ; ORIBS ; TUNNUSNIMI ; ORNBS ; Orion-yhtymä B ; Orion B  
20.04.2004 ; ELIAV ; TUNNUS ; ELI1V
03.05.2004 ; OKOAS ; SPLIT ; 1 ; 2
13.05.2004 ; ILK2S ; SPLIT ; 1 ; 4
01.06.2004 ; TEN1V ; TUNNUS ; TEM1V
01.06.2004 ; SUO1V ; TUNNUS ; SUY1V
01.06.2004 ; TEC1V ; TUNNUS ; TPS1V
01.06.2004 ; STOAS ; TUNNUS ; STCAS
01.06.2004 ; STOBV ; TUNNUS ; STCBV
11.06.2004 ; KSLAV ; SPLIT ; 1 ; 4
10.01.2005 ; YOM1V ; SPLIT ; 100 ; 56.54
11.01.2005 ; YOM1V ; TUNNUSNIMI ; ELI1V ; Yomi Communication ; Elisa
01.04.2005 ; PMJ1V ; TUNNUSNIMI ; CNC1V ; PMJ Automec ; Cencorp
07.04.2005 ; ASU1V ; SPLIT ; 1 ; 3
11.04.2005 ; EBG1V ; SPLIT ; 5 ; 1
13.04.2005 ; MRE1V ; TUNNUSNIMI ; TUT1V ; Menire ; Turvatiimi
18.04.2005 ; NRE1V ; SPLIT ; 1 ; 10
22.04.2005 ; EXL1V ; SPLIT ; 1 ; 2
01.06.2005 ; KONBS ; JAKAUTUMINEN ; 2 ; KNEBV ; Kone ; 0.6449 ; CGCBV ; Cargotec ; 0.3551
29.11.2005 ; KNEBV ; SPLIT ; 1 ; 2
20.03.2006 ; KCI1V ; SPLIT ; 1 ; 4
27.03.2006 ; YTY1V ; SPLIT ; 1 ; 2
06.04.2006 ; OLVAS ; SPLIT ; 1 ; 2
10.04.2006 ; SWSAV ; TUNNUSNIMI ; SWS1V ; SanomaWSOY A ; SanomaWSOY
10.04.2006 ; SWSBV ; TUNNUSNIMI ; SWS1V ; Sanoma-WSOY B ; Sanoma-WSOY
12.04.2006 ; END1V ; TUNNUSNIMI ; ORA1V ; Endero ; Oral Hammaslääkärit
03.07.2006 ; ORNAS ; JAKAUTUMINEN ; 2 ; ORNAV ; Orion A ; 0.8724 ; OKDAV ; Oriola-KD A ; 0.1276
03.07.2006 ; ORNBS ; JAKAUTUMINEN ; 2 ; ORNBV ; Orion B ; 0.877 ; OKDBV ; Oriola-KD B ; 0.123
16.10.2006 ; LEOAS ; TUNNUSNIMI ; TII1V ; Leo Longlife ; Tiimari
27.11.2006 ; RAK1V ; TUNNUSNIMI ; CRA1V ; Rakentajain konevuokraamo ; Cramo
13.02.2007 ; TIX1V ; TUNNUSNIMI ; XNS1V ; Tieto-X ; Ixonos
28.03.2007 ; PKKAS ; TUNNUS ; PKK1V 
03.03.2008 ; OKOAS ; TUNNUSNIMI ; POH1S ; OKO Pankki; Pohjola Pankki
22.04.2008 ; BTN1V ; TUNNUSNIMI ; WUF1V ; Beltton-Yhtiöt ; Wulff-Yhtiöt
22.04.2008 ; TJT1V ; TUNNUSNIMI ; WIC1V ; TJ Group ; Westend ICT
18.08.2008 ; EBG1V ; TUNNUS ; EBC1V 
01.10.2008 ; SWS1V ; TUNNUSNIMI ; SAA1V ; Sanoma-WSOY ; Sanoma
06.04.2009 ; POH1S ; JAKAUTUMINEN ; 2 ; POH1S ; Pohjola ; 1.000 ; POH1SU0109 ; Pohjola MO ; 0.000
30.04.2009 ; TIE1V ; NIMI ; TietoEnator ; Tieto
31.07.2009 ; FISAS ; TUNNUS ; FIS1V 
31.07.2009 ; FISKS ; TUNNUS ; FIS1V
03.09.2009 ; TAFPS ; TUNNUSNIMI ; TAF1V ; Tamfelt Etu ; Tamfelt
03.09.2009 ; TAFKS ; SPLIT ; 4 ; 5
03.09.2009 ; TAFKS ; TUNNUSNIMI ; TAF1V ; Tamfelt Kanta ; Tamfelt
01.12.2009 ; KRA1V ; JAKAUTUMINEN ; 2 ; KRA1V ; Kemira ; 1.000 ; KRA1VU0109 ; Kemira MO ; 0.000
30.12.2009 ; TAF1V ; SPLIT ; 10 ; 3
30.12.2009 ; TAF1V ; TUNNUSNIMI ; MEO1V ; Tamfelt ; Metso
06.04.2010 ; SSH1V ; TUNNUSNIMI ; TEC1V ; SSH Communications ; Tectia
01.06.2010 ; HMB ; SPLIT ; 1 ; 2
07.01.2011 ; WIC1V ; TUNNUSNIMI ; IFA1V ; Westend ICT ; Innofactor
07.04.2011 ; OLVAS ; SPLIT ; 1 ; 2
17.05.2011 ; SCF1V ; TUNNUSNIMI ; SCI1V ; Scanfil ; Sievi Capital
03.10.2011 ; TURCS ; TUNNUSNIMI ; SAGCV ; Turkistuottajat ; Saga Furs
11.10.2011 ; AMC1V ; TUNNUSNIMI ; EQV1V ; Amanda Capital ; eQ
13.04.2012 ; MRLBV ; TUNNUSNIMI ; METSB ; M-Real B ; Metsä Board B
13.04.2012 ; MRLAV ; TUNNUSNIMI ; METSA ; M-Real A ; Metsä Board A
12.08.2012 ; KOO ; SPLIT ; 1 ; 2
08.05.2013 ; LTE1S ; TUNNUSNIMI ; APETI ; Lännen Tehtaat ; Apetit
24.05.2013 ; AHL1V ; JAKAUTUMINEN ; 2 ; AHL1V ; Ahlstrom ; 0.887 ; 1.0 ; MUNK1 ; Munksjö ; 0.113; 0.25
01.07.2013 ; YTY1V ; JAKAUTUMINEN ; 2 ; YTY1V ; YIT ; 0.7737 ; CAV1V ; Caverion ; 0.2263
01.12.2013 ; AHL1V ; JAKAUTUMINEN ; 2 ; AHL1V ; Ahlstrom ; 0.952 ; 1.0 ; MUNK1 ; Munksjö ; 0.048; 0.265
03.12.2013; KNEBV ; SPLIT ; 1 ; 2
02.01.2014; MEO1V ; JAKAUTUMINEN ; 2 ; MEO1V ; Metso ; 0.788 ; 1.0 ; VALMT ; Valmet ; 0.212 ; 1
28.03.2014; VAC1V ; SPLIT ; 1 ; 2
07.05.2015 ; SSK1S ; TUNNUSNIMI ; INVEST ; SSK S. Sääst.Kiint. ; Investors House
15.05.2015 ; CNC1V ; TUNNUSNIMI ; VALOE ; Cencorp ; Valoe
20.06.2014 ; OUT1V ; SPLIT ; 25 ; 1
02.06.2015 ; NES1V ; TUNNUSNIMI ; NESTE ; Neste Oil ; Neste
23.06.2015 ; NVABV ; TUNNUS ; NORVE ;
02.07.2015 ; EBC1V ; TUNNUSNIMI ; BITTI ; Elektrobit ; Bittium
10.08.2015 ; NOK1V ; TUNNUS ; NOKIA ;
11.11.2015 ; WAT1V ; TUNNUSNIMI ; UUTEC ; Vaahto Group ; Uutechnic Group
14.04.2016 ; TLS1V ; TUNNUSNIMI ; TELIA1 ; TeliaSonera ; Telia Company
02.05.2016 ; DIG1V ; JAKAUTUMINEN ; 2 ; DIG1V ; Digia ; 0.5 ; 1.0 ; QTCOM ; Qt Group ; 0.5 ; 1
16.05.2016 ; ELI1V ; TUNNUS ; ELISA ;
01.09.2016 ; SAMAS ; TUNNUS ; SAMPO ;
21.12.2016 ; CPMBV ; TUNNUS ; CAPMAN ;
27.12.2016 ; NORVE ; SPLIT ; 1 ; 6
27.12.2016 ; NORVE ; TUNNUSNIMI ; CAPMAN ; Norvestia ; Capman
02.01.2017 ; FIS1V ; TUNNUS ; FSKRS ;
05.01.2017 ; KCR1V ; TUNNUS ; KCR ;
