# toimiala ; tyyppi ; tunnus ; nimi ; jakaja ; CCY
pitkän koron rahasto ; F ; GYLLBONDB ; Gyllenberg Bond B ; 1
pitkän koron rahasto ; F ; GYLLEUBNDA ; Gyllenberg European Bond A ; 1
pitkän koron rahasto ; F ; GYLLEUBNDB ; Gyllenberg European Bond B ; 1
pitkän koron rahasto ; F ; HANOBLIGA ; Handelsbanken Euro-obligaatio A ; 1
pitkän koron rahasto ; F ; HANOBLIGB ; Handelsbanken Euro-obligaatio B ; 1
pitkän koron rahasto ; F ; HANINTBOND ; Handelsbanken International Bonds ; 1
pitkän koron rahasto ; F ; HANSWEBOND ; Handelsbanken Swedish Bonds ; 1
pitkän koron rahasto ; F ; HIIYRKORKO ; Hiisi Yrityskorko ; 1
pitkän koron rahasto ; F ; MANDEUROBO ; Mandatum Euro Bond A ; 1
pitkän koron rahasto ; F ; MANDEUROBB ; Mandatum Euro Bond B ; 1
pitkän koron rahasto ; F ; MAEUYRIK ; Mandatum Euro Yrityslaina K ; 1
pitkän koron rahasto ; F ; MANDKORKO ; Mandatum Korko ; 1
pitkän koron rahasto ; F ; N1USCOBHB ; N1 US Corporate Bond HB Kasvu; 1 ; EUR
pitkän koron rahasto ; F ; NEUROYLPLK ; Nordea Euro yrityslaina plus Kasvu; 100 ; EUR
pitkän koron rahasto ; F ; NKEHITKORK ; Nordea Kehittyvät korkomarkkinat Kasvu ; 100 ; EUR
pitkän koron rahasto ; F ; NEOBLIGAK ; Nordea Euro Obligaatio Kasvu ; 1
pitkän koron rahasto ; F ; NEOBLIGAT ; Nordea Euro Obligaatio Tuotto ; 1
pitkän koron rahasto ; F ; NOBLIGAATK ; Nordea Obligaatio.fi Kasvu ; 1
pitkän koron rahasto ; F ; NOBLIGAATT ; Nordea Obligaatio.fi Tuotto ; 1
pitkän koron rahasto ; F ; NPRCORBONK ; Nordea Pro Corporate Bond Kasvu ; 1
pitkän koron rahasto ; F ; NPRCORBONT ; Nordea Pro Corporate Bond Tuotto ; 1
pitkän koron rahasto ; F ; NPROEOBLK ; Nordea Pro Euro Obligaatio Kasvu ; 1
pitkän koron rahasto ; F ; NPROEOBLT ; Nordea Pro Euro Obligaatio Tuotto ; 1
pitkän koron rahasto ; F ; OPKORKO ; OP-Korko -sijoitusrahasto ; 1
pitkän koron rahasto ; F ; OPSEUBOIND ; OPSTOCK Euro Bond Index ; 1
pitkän koron rahasto ; F ; OPSFIBOIND ; OPSTOCK Finland Bond Index ; 1
pitkän koron rahasto ; F ; OPEUYRLA ; Op-Euro Yrityslaina ; 1
pitkän koron rahasto ; F ; ROBUROBLIG ; Roburs Obligationsfond ; 1
pitkän koron rahasto ; F ; SAMPOPKORA ; Sampo-Leonia Euro Pitkäkorko Kasvu ; 1
pitkän koron rahasto ; F ; SAMPOPKORB ; Sampo-Leonia Euro Pitkäkorko Tuotto ; 1
pitkän koron rahasto ; F ; LEONIAOBLA ; Sampo-Leonia Obligaatio Kasvu ; 1
pitkän koron rahasto ; F ; LEONIAOBLB ; Sampo-Leonia Obligaatio Tuotto ; 1
pitkän koron rahasto ; F ; LEONIATKOA ; Sampo-Leonia Tuottokorko Kasvu ; 1
pitkän koron rahasto ; F ; LEONIATKOB ; Sampo-Leonia Tuottokorko Tuotto ; 1
pitkän koron rahasto ; F ; LEONIAYOBA ; Sampo-Leonia Yhteisöobligaatio Kasvu ; 1
pitkän koron rahasto ; F ; LEONIAYOBB ; Sampo-Leonia Yhteisöobligaatio Tuotto ; 1
pitkän koron rahasto ; F ; SELEUROBLA ; Seligson Euro-Obligaatio A ; 1
pitkän koron rahasto ; F ; SELEUROBLB ; Seligson Euro-Obligaatio B ; 1
pitkän koron rahasto ; F ; SELEUCBIA ; Seligson Euro Corporate Bond A ; 1
pitkän koron rahasto ; F ; SELEUCBIB ; Seligson Euro Corporate Bond B ; 1
pitkän koron rahasto ; F ; TAPKORKO ; Tapiola Korko ; 1
osakeindeksirahasto ; F ; OPFININDEX ; OPSTOCK Finland Index ; 1
osakeindeksirahasto ; F ; NONSUPERSUOMI ; Nordnet indeksirahasto Suomi; 1 ; EUR ; Suomi
osakeindeksirahasto ; F ; NONSUPERRUOTSI ; Nordnet indeksirahasto Ruotsi; 1 ; SEK ; Ruotsi
osakeindeksirahasto ; F ; NONSUPERTANSKA ; Nordnet indeksirahasto Tanska; 1 ; DKK ; Tanska
osakeindeksirahasto ; F ; NONSUPERNORJA ; Nordnet indeksirahasto Norja; 1 ; NOK ; Norja
vipurahasto ; F ; 3CALPHA ; 3C Alpha ; 1
vipurahasto ; F ; CONFOCUSA ; Conventum Focus Tekno A ; 1
vipurahasto ; F ; CONFOCUSB ; Conventum Focus Tekno B ; 1
vipurahasto ; F ; CONFUTURAA ; Conventum Futura Euro Growth A ; 1
vipurahasto ; F ; CONFUTURAB ; Conventum Futura Euro Growth B ; 1
vipurahasto ; F ; EVLALTIUSA ; Evli Altius A ; 1
vipurahasto ; F ; EVLALTIUSB ; Evli Altius B ; 1
vipurahasto ; F ; GYLLMOMENA ; Gyllenberg Momentum A ; 1
vipurahasto ; F ; GYLLMOMENB ; Gyllenberg Momentum B ; 1
vipurahasto ; F ; MANDKONTRA ; Mandatum Kontra ; 1
vipurahasto ; F ; MANDVIPU ; Mandatum Vipu ; 1
vipurahasto ; F ; SEBPTEUR ; SEB Optionsrätter Europafond ; 1
kv. osakerahasto ; F ; ALFGLOBALA ; Alfred Berg Global A ; 1
kv. osakerahasto ; F ; ALFGLOBALB ; Alfred Berg Global B ; 1
kv. osakerahasto ; F ; ALFSMACEUA ; Alfred Berg Small Cap Europe A ; 1
kv. osakerahasto ; F ; ALFSMACEUB ; Alfred Berg Small Cap Europe B ; 1
kv. osakerahasto ; F ; CAREUOSAKE ; Carnegie Eurooppa Osake ; 1
kv. osakerahasto ; F ; CARINTERNE ; Carnegie Internet ; 1
kv. osakerahasto ; F ; FFAMERICA ; Fleming American A ; 1
kv. osakerahasto ; F ; FFAMBLCHP ; Fleming American Blue Chip A ; 1
kv. osakerahasto ; F ; FFAMFLEDG ; Fleming American Smaller Co's A ; 1
kv. osakerahasto ; F ; FFEASTEUR ; Fleming Eastern European A ; 1
kv. osakerahasto ; F ; FFEMEREUR ; Fleming Emerging European A ; 1
kv. osakerahasto ; F ; FFEMERMAR ; Fleming Emerging Markets A ; 1
kv. osakerahasto ; F ; FFEUROEQT ; Fleming Euro Equity A ; 1
kv. osakerahasto ; F ; FFEUROPEA ; Fleming European A ; 1
kv. osakerahasto ; F ; FFEUSMACO ; Fleming European Smaller Companies A ; 1
kv. osakerahasto ; F ; FFEUSTRGR ; Fleming European Strategic Growth A ; 1
kv. osakerahasto ; F ; FFEUSTRVA ; Fleming European Strategic Value A ; 1
kv. osakerahasto ; F ; FFEURTECH ; Fleming European Technology A ; 1
kv. osakerahasto ; F ; FFGEROPPS ; Fleming German Opportunities A ; 1
kv. osakerahasto ; F ; FFBGLOBEQT ; Fleming Global Equity A ; 1
kv. osakerahasto ; F ; FFGLLISCI ; Fleming Global Life Sciences A ; 1
kv. osakerahasto ; F ; FFGLOSMCO ; Fleming Global Smaller Companies A ; 1
kv. osakerahasto ; F ; FFINTEQTY ; Fleming International Equity A ; 1
kv. osakerahasto ; F ; FFLATINAM ; Fleming Latin American A ; 1
kv. osakerahasto ; F ; FFMIDEAST ; Fleming Middle Eastern A ; 1
kv. osakerahasto ; F ; FFUKENTER ; Fleming UK Enterprise A ; 1
kv. osakerahasto ; F ; FFUSDISCO ; Fleming US Micro Cap A ; 1
kv. osakerahasto ; F ; FFUSEMTEC ; Fleming US Technology A ; 1
kv. osakerahasto ; F ; GYLLEUINDA ; Gyllenberg European Index A ; 1
kv. osakerahasto ; F ; GYLLEUINDB ; Gyllenberg European Index B ; 1
kv. osakerahasto ; F ; FFASIANOP ; JF Asian Opportunities A ; 1
kv. osakerahasto ; F ; FFJAPSMCO ; JF Japanese Smaller Co's A ; 1
kv. osakerahasto ; F ; FFPACITEC ; JF Pacific Technology A ; 1
kv. osakerahasto ; F ; FFCHINA ; Jardine Fleming China A ; 1
kv. osakerahasto ; F ; FFINDIA ; Jardine Fleming India A ; 1
kv. osakerahasto ; F ; FFJAPANES ; Jardine Fleming Japanese A ; 1
kv. osakerahasto ; F ; FFPACIFIC ; Jardine Fleming Pacific A ; 1
kv. osakerahasto ; F ; MANDBIOTEC ; Mandatum BioTech+ ; 1
kv. osakerahasto ; F ; MYRIADI ; Myriadi Kasvu ; 1
kv. osakerahasto ; F ; NMEDICAK ; Nordea Medica Life Science Kasvu ; 1
kv. osakerahasto ; F ; NMEDICAT ; Nordea Medica Life Science Tuotto ; 1
kv. osakerahasto ; F ; OPITAEU ; OP-Itä-Eurooppa ; 1
kv. osakerahasto ; F ; SEBEUROSBF ; SEB Europa Småbolagsfond ; 1
kv. osakerahasto ; F ; SEBEUROPA ; SEB Lux (F) Europafond ; 1
kv. osakerahasto ; F ; SEBLAKEME ; SEB Lux (F) Läkemedels- och Bioteknikfon ; 1
kv. osakerahasto ; F ; SEBMILJO ; SEB Lux (F) Miljöfond ; 1
kv. osakerahasto ; F ; SEBSVERIGE ; SEB Lux (F) Sverige Offensivfond ; 1
kv. osakerahasto ; F ; SEBTEKNOL ; SEB Lux (F) Teknologifond ; 1
kv. osakerahasto ; F ; SEBSFEAST ; SEB Lux Asia - ex Japan ; 1
kv. osakerahasto ; F ; SEBCAPSELC ; SEB Lux Capital Selection - Europe Chance/Ris ; 1
kv. osakerahasto ; F ; SEBSCONEU ; SEB Lux Continental Europe ; 1
kv. osakerahasto ; F ; SEBSEASEU ; SEB Lux Eastern Europe ; 1
kv. osakerahasto ; F ; SEBSEMMARK ; SEB Lux Emerging Markets ; 1
kv. osakerahasto ; F ; SEBEQUITYF ; SEB Lux Equity Fund - Global Chance/Risk ; 1
kv. osakerahasto ; F ; SEBWIRCOM ; SEB Lux Equity Fund - Wireless Communica ; 1
kv. osakerahasto ; F ; SEBSEQFEU ; SEB Lux Euro Equity ; 1
kv. osakerahasto ; F ; SEBSGLOBAL ; SEB Lux Global ; 1
kv. osakerahasto ; F ; SEBSJAPAN ; SEB Lux Japan ; 1
kv. osakerahasto ; F ; SEBSNORDIC ; SEB Lux Nordic ; 1
kv. osakerahasto ; F ; SEBSNORGE ; SEB Lux Norge Aksjefond ; 1
kv. osakerahasto ; F ; SEBSNORAME ; SEB Lux North America ; 1
kv. osakerahasto ; F ; SEBNAMESMA ; SEB Nordamerikanska Medelstora Bolagsfon ; 1
kv. osakerahasto ; F ; SEBNORDSMA ; SEB Norden Småbolagsfond ; 1
kv. osakerahasto ; F ; SELIG25PHA ; Seligson Global Top 25 Pharmac. A ; 1
kv. osakerahasto ; F ; SELIG25PHB ; Seligson Global Top 25 Pharmac. B ; 1
kv. osakerahasto ; F ; SELPHOENIA ; Seligson Phoenix A ; 1
kv. osakerahasto ; F ; SELPHOENIB ; Seligson Phoenix B ; 1
kv. yhdistelmärahasto ; F ; AKTIAFOLKA ; Aktia Folkhälsan A ; 1
kv. yhdistelmärahasto ; F ; AKTIAFOLKB ; Aktia Folkhälsan B ; 1
kv. yhdistelmärahasto ; F ; EVLIGLMMA ; Evli Global Multi Manager A ; 1
kv. yhdistelmärahasto ; F ; EVLIGLMMB ; Evli Global Multi Manager B ; 1
kv. yhdistelmärahasto ; F ; FIDESPFOLA ; Fides Portfolio A ; 1
kv. yhdistelmärahasto ; F ; FIDESPFOLB ; Fides Portfolio B ; 1
kv. yhdistelmärahasto ; F ; MANDPRIVAA ; Mandatum Private ; 1
kv. yhdistelmärahasto ; F ; MANDAGGREA ; Mandatum Private Aggressive ; 1
kv. yhdistelmärahasto ; F ; MANDCONSEA ; Mandatum Private Conservartive ; 1
kv. yhdistelmärahasto ; F ; MANDSAFEA ; Mandatum Safeguard ; 1
kv. yhdistelmärahasto ; F ; OPSPEKTRI ; OP-Spektri ; 1
kv. yhdistelmärahasto ; F ; SEBSINTERA ; SEB Lux International Fund A ; 1
kv. yhdistelmärahasto ; F ; SEBSINTERB ; SEB Lux International Fund B ; 1
kv. yhdistelmärahasto ; F ; FIDESTUYOA ; Turun yliopiston rahasto A ; 1
kv. yhdistelmärahasto ; F ; FIDESTUYOB ; Turun yliopiston rahasto B ; 1
kv. lyhyen koron rahasto ; F ; SEBSHBONEU ; SEB Lux Euro Short Bond ; 1
kv. pitkän koron rahasto ; F ; SEBSKBOFEU ; SEB Lux Euro Bond ; 1
kv. pitkän koron rahasto ; F ; SEBSBONINT ; SEB Lux International Bond ; 1
hedge rahasto ; F ; AVENIRA ; Avenir A ; 1
hedge rahasto ; F ; AVENIRB ; Avenir B ; 1
hedge rahasto ; F ; LEONIAVEGA ; Sampo-Leonia Vega Tuotto ; 1
vanhat osakkeet ; X ; AFE1V ; Affecto ; 1 ; EUR
vanhat osakkeet ; X ; AHL1V ; Ahlstrom ; 1 ; EUR
vanhat osakkeet ; X ; AHTIUM ; Ahtium ; 1 ; EUR
vanhat osakkeet ; X ; AKTAV ; Aktia A ; 1 ; EUR
vanhat osakkeet ; X ; AKTRV ; Aktia R ; 1 ; EUR
vanhat osakkeet ; X ; ALM1VPOPA06 ; Alma Media pääoman palautus ; 1
vanhat osakkeet ; X ; ALD1V ; Aldata Solution ; 1 ; EUR
vanhat osakkeet ; X ; ALN1V ; Alma Media ; 1 ; EUR
vanhat osakkeet ; X ; AMA1V ; Amanda Capital ; 1
vanhat osakkeet ; X ; AMC1V ; Amanda Capital ; 1
vanhat osakkeet ; X ; AMEAS ; Amer Sports A ; 1 ; EUR
vanhat osakkeet ; X ; ARM1V ; A-Rakennusmies ; 1
vanhat osakkeet ; X ; ASKAS ; Asko ; 1
vanhat osakkeet ; X ; ASU1V ; Aspo ; 1
vanhat osakkeet ; X ; ATG1V ; Asiakastieto ; 1 ; EUR^
vanhat osakkeet ; X ; AVP1V ; AvestaPolarit ; 1
vanhat osakkeet ; X ; BALAS ; A Company Finland ; 1
vanhat osakkeet ; X ; BEL1V ; Beltton-Yhtiöt ; 1
vanhat osakkeet ; X ; BTN1V ; Beltton-Yhtiöt ; 1
vanhat osakkeet ; X ; BENSV ; Benefon S ; 1
vanhat osakkeet ; X ; BNFSV ; Benefon ; 1
vanhat osakkeet ; X ; BIRAV ; Birka Line A ; 1
vanhat osakkeet ; X ; BIRBV ; Birka Line B ; 1
vanhat osakkeet ; X ; CAS1S ; Castrum ; 1
vanhat osakkeet ; X ; CAS1SEW195 ; Castrum Opt. 1/95 ; 1
vanhat osakkeet ; X ; CNC1V ; Cencorp ; 1
vanhat osakkeet ; X ; CHIAV ; Chips A ; 1
vanhat osakkeet ; X ; CHIBV ; Chips B ; 1
vanhat osakkeet ; X ; CLEAN ; Cleantech Invest ; 1 ; EUR
vanhat osakkeet ; X ; CRA1V ; Cramo ; 1 ; EUR
vanhat osakkeet ; X ; CTA1V ; Componenta (vanha) ; 1
vanhat osakkeet ; X ; CTL1V ; Comptel ; 1 ; EUR
vanhat osakkeet ; X ; CVM1V ; Conventum ; 1
vanhat osakkeet ; X ; DAN1V ; Danisco A/S FDR ; 1
vanhat osakkeet ; X ; DIG1V ; Digia ; 1 ; EUR
vanhat osakkeet ; X ; DNA ; DNA ; 1 ; EUR
vanhat osakkeet ; X ; DON1V ; Done (ennen jakautum) ; 1
vanhat osakkeet ; X ; DSO1V ; Done Solutions ; 1
vanhat osakkeet ; X ; EIMAV ; Eimo A ; 1
vanhat osakkeet ; X ; ELQAV ; Elcoteq A ; 1 ; EUR
vanhat osakkeet ; X ; EBC1V ; Elektrobit ; 1 ; EUR
vanhat osakkeet ; X ; EBG1V ; Elektrobit ; 1 ; EUR
vanhat osakkeet ; X ; EFO1V ; Efore ; 1 ;
vanhat osakkeet ; X ; ELI1V ; Elisa ; 1 ; EUR
vanhat osakkeet ; X ; ELVH ; Elite Varainhoito ; 1 ; EUR
vanhat osakkeet ; X ; ENE1V ; Endero ; 1
vanhat osakkeet ; X ; ENSRS ; Enso R ; 1
vanhat osakkeet ; X ; EON1V ; E.ON Finland ; 1
vanhat osakkeet ; X ; EQH1V ; EQ Holding ; 1
vanhat osakkeet ; X ; EQO1V ; EQ Online ; 1
vanhat osakkeet ; X ; ESS1V ; Espoon Sähkö ; 1
vanhat osakkeet ; X ; FIFAS ; Efore A ; 1
vanhat osakkeet ; X ; ELIAV ; Elisa Communications ; 1
vanhat osakkeet ; X ; EVI1V ; Evia ; 1 ; EUR
vanhat osakkeet ; X ; ERG1V ; Evox Rifa Group ; 1
vanhat osakkeet ; X ; FINAS ; Finvest A (ennen jak) ; 1
vanhat osakkeet ; X ; FINBS ; Finvest B (ennen jak) ; 1
vanhat osakkeet ; X ; FNV1V ; Finvest ; 1
vanhat osakkeet ; X ; FISAS ; Fiskars A ; 1 ; EUR
vanhat osakkeet ; X ; FISKS ; Fiskars K ; 1 ; EUR
vanhat osakkeet ; X ; FIS1V ; Fiskars ; 1 ; EUR
vanhat osakkeet ; X ; FLG1S ; Finnlines ; 1 ; EUR
vanhat osakkeet ; X ; FOR1V ; Ford ; 1
vanhat osakkeet ; X ; FUM1V ; Fortum ; 1 ; EUR
vanhat osakkeet ; X ; FUM1VW200 ; Fortum bonus ; 1
vanhat osakkeet ; X ; GEO1V ; Geosentric ; 1
vanhat osakkeet ; X ; HACAS ; Hackman A ; 1
vanhat osakkeet ; X ; HAC1V ; Hackman ; 1
vanhat osakkeet ; X ; HARAS ; Hartwall A ; 1
vanhat osakkeet ; X ; HAN1V ; Hansapank ; 1
vanhat osakkeet ; X ; HPHAV ; HPY Holding ; 1
vanhat osakkeet ; X ; HEPEV ; Helsingin Puhelin E ; 1
vanhat osakkeet ; X ; HOIVA ; Suomen Hoivatilat ; 1 ; EUR
vanhat osakkeet ; X ; HVL1V ; Huhtamäki van Leer ; 1
vanhat osakkeet ; X ; INS1V ; Instrumentarium ; 1
vanhat osakkeet ; X ; INT1S ; Interavanti ; 1 ; EUR
vanhat osakkeet ; X ; IOC1V ; Iocore ; 1
vanhat osakkeet ; X ; ISKAS ; Isko A ; 1
vanhat osakkeet ; X ; XNS1V ; Ixonos ; 1 ; EUR
vanhat osakkeet ; X ; JAN1V ; Janton ; 1
vanhat osakkeet ; X ; JIP1V ; Jippii Group ; 1
vanhat osakkeet ; X ; JOT1V ; JOT Automation ; 1
vanhat osakkeet ; X ; JTKBS ; J Tallberg-Kiint. B ; 1
vanhat osakkeet ; X ; KASAS ; Kasola A ; 1
vanhat osakkeet ; X ; KESAV ; Kesko A ; 1
vanhat osakkeet ; X ; KESBV ; Kesko B ; 1
vanhat osakkeet ; X ; KKA1V ; Kauppakaari ; 1
vanhat osakkeet ; X ; KCI1V ; KCI konecranes ; 1
vanhat osakkeet ; X ; KEKAS ; Kekkilä ; 1
vanhat osakkeet ; X ; KRA1V ; Kemira ; 1 ; EUR
vanhat osakkeet ; X ; KGH1V ; Kemira GrowHow ; 1
vanhat osakkeet ; X ; KES1S ; Kesko B ; 1
vanhat osakkeet ; X ; KNT1V ; Kontram-yhtiöt ; 1
vanhat osakkeet ; X ; KONBS ; Kone B ; 1
vanhat osakkeet ; X ; KCR1V ; Konecranes ; 1
vanhat osakkeet ; X ; PIZZA ; Kotipizza Group ; 1 ; EUR
vanhat osakkeet ; X ; KPUAV ; KSP Yhtiöt A ; 1
vanhat osakkeet ; X ; KYPAS ; Kylpyläkasino A ; 1
vanhat osakkeet ; X ; KYR1V ; Kyro (ennen jak.) ; 1
vanhat osakkeet ; X ; KRO1V ; Kyro ; 1
vanhat osakkeet ; X ; LARBS ; Larox B ; 1 ; EUR
vanhat osakkeet ; X ; LAS1S ; Lassila & Tikanoja (ennen jakaut) ; 1
vanhat osakkeet ; X ; LEM1S ; Lemminkäinen ; 1 
vanhat osakkeet ; X ; LEOAS ; Leo Longlife A ; 1
vanhat osakkeet ; X ; LII1V ; Liinos ; 1
vanhat osakkeet ; X ; LTE1S ; Lännen Tehtaat ; 1 ; EUR
vanhat osakkeet ; X ; LVO1V ; Länsivoima ; 1
vanhat osakkeet ; X ; MEO1V ; Metso ; 1 ; EUR
vanhat osakkeet ; X ; MESAS ; M-Real A ; 1
vanhat osakkeet ; X ; MESBS ; M-Real B ; 1
vanhat osakkeet ; X ; MDMBV ; Mandatum B ; 1
vanhat osakkeet ; X ; MAV1V ; Markk. Viherjuuri ; 1
vanhat osakkeet ; X ; MMO1V ; Marimekko ; 1
vanhat osakkeet ; X ; MRE1V ; Menire ; 1
vanhat osakkeet ; X ; MRE1VU0100 ; Menire Oyj MO ; 1
vanhat osakkeet ; X ; MRE1VN0100 ; Menire Oyj uudet ; 1
vanhat osakkeet ; X ; METAS ; Metra A ; 1
vanhat osakkeet ; X ; METBS ; Metra B ; 1
vanhat osakkeet ; X ; METSO ; Metso ; 1 ; EUR
vanhat osakkeet ; X ; MTI1V ; Metsä Tissue ; 1
vanhat osakkeet ; X ; MGH1V ; Mgine Holding ; 1
vanhat osakkeet ; X ; MUNK1 ; Munksjö ; 1 ; EUR
vanhat osakkeet ; X ; NED1V ; Nedecon ; 1
vanhat osakkeet ; X ; NEOBV ; Neomarkka B ; 1 ; EUR
vanhat osakkeet ; X ; NEO1V ; Neo industrial ; 1 ; EUR
vanhat osakkeet ; X ; NEP1V ; Neptun Maritime ; 1
vanhat osakkeet ; X ; NES1V ; Neste Oil ; 1 ; EUR
vanhat osakkeet ; X ; NOK1VEW195 ; Nokia Oyj 95 B-opt. ; 1
vanhat osakkeet ; X ; NOK1V ; Nokia ; 1 ; EUR
vanhat osakkeet ; X ; NOKES ; Nokia etu ; 1
vanhat osakkeet ; X ; NOKEUUS ; Nokia etu uusi ; 1
vanhat osakkeet ; X ; NDA1V ; Nordea ; 1 ; EUR ; Ruotsi
vanhat osakkeet ; X ; NOA1V ; Nordic Aluminium ; 1 ; EUR
vanhat osakkeet ; X ; NBH1V ; Nordic Baltic Holdin ; 1
vanhat osakkeet ; X ; NORVE ; Norvestia ; 1 ; EUR
vanhat osakkeet ; X ; NRE1V ; Nokian Renkaat ; 1 ; EUR
vanhat osakkeet ; X ; NVABV ; Norvestia ; 1
vanhat osakkeet ; X ; NOV1V ; Novo Group ; 1
vanhat osakkeet ; X ; OKM1V ; Okmetic ; 1 ; EUR
vanhat osakkeet ; X ; OKOAS ; OKO A ; 1
vanhat osakkeet ; X ; OLVASEW196 ; Olvi A opt ; 1
vanhat osakkeet ; X ; ORA1V ; Oral Hammaslääkärit ; 1 ; EUR
vanhat osakkeet ; X ; OREIT ; Orava Asuntorahasto ; 1 ; EUR
vanhat osakkeet ; X ; ORIAS ; Orion A ; 1
vanhat osakkeet ; X ; ORIBS ; Orion B ; 1
vanhat osakkeet ; X ; ORNAS ; Orion A (Ennen jakautumista) ; 1
vanhat osakkeet ; X ; ORNBS ; Orion B (Ennen jakautumista) ; 1
vanhat osakkeet ; X ; OMH1V ; OMHEX AB; 1
vanhat osakkeet ; X ; OTE1V ; Outotec ; 1 ; EUR^
vanhat osakkeet ; X ; PANAS ; Panostaja A ; 1
vanhat osakkeet ; X ; PANBS ; Panostaja B ; 1
vanhat osakkeet ; X ; PAR1S ; Partek ; 1
vanhat osakkeet ; X ; PKC1V ; PKC Group ; 1 ; EUR
vanhat osakkeet ; X ; POS1V ; Perlos ; 1
vanhat osakkeet ; X ; PICAS ; PI-Consulting A ; 1
vanhat osakkeet ; X ; PLAAS ; Plandent A ; 1
vanhat osakkeet ; X ; PMJ1V ; PMJ Automec ; 1
vanhat osakkeet ; X ; POH1V ; Pohjola-Yhtymä ; 1
vanhat osakkeet ; X ; POHAS ; Pohjola A ; 1
vanhat osakkeet ; X ; POHBS ; Pohjola B ; 1
vanhat osakkeet ; X ; POHDV ; Pohjola-Yhtymä D ; 1
vanhat osakkeet ; X ; POH1SUO109 ; Pohjola merkintäoikeus ; 1
vanhat osakkeet ; X ; POH1S ; Pohjola Pankki ; 1 ; EUR
vanhat osakkeet ; X ; POLKS ; Polar Kiinteistöt ; 1
vanhat osakkeet ; X ; PSAAS ; Pohjolan Sanomat A ; 1
vanhat osakkeet ; X ; PHA1V ; Proha ; 1 ; EUR
vanhat osakkeet ; X ; PKK1V ; Pohj-K.Kirjap A ; 1 ; EUR
vanhat osakkeet ; X ; RAKBS ; Rak. Konevuokraamo B ; 1
vanhat osakkeet ; X ; RMR1V ; Ramirent ; 1 ; EUR
vanhat osakkeet ; X ; RAM1V ; Rauma ; 1
vanhat osakkeet ; X ; RTK1S ; Rautakirja A ; 1
vanhat osakkeet ; X ; RTKBS ; Rautakirja B ; 1
vanhat osakkeet ; X ; RTRKS ; Rautaruukki K ; 1 ; EUR
vanhat osakkeet ; X ; RUTAV ; Raute A ; 1
vanhat osakkeet ; X ; RESTA ; Restamax ; 1 ; EUR
vanhat osakkeet ; X ; ROC1V ; Rocla ; 1
vanhat osakkeet ; X ; RUG1V ; Ruukki Group ; 1 ; EUR
vanhat osakkeet ; X ; SAL1V ; Salcomp ; 1
vanhat osakkeet ; X ; SAMAS ; Sampo ; 1 ; EUR
vanhat osakkeet ; X ; SAC1V ; Sanitec ; 1
vanhat osakkeet ; X ; SWS1V ; Sanoma-WSOY ; 1
vanhat osakkeet ; X ; SLS1V ; Saunalahti ; 1
vanhat osakkeet ; X ; SAU1V ; Saunatec ; 1
vanhat osakkeet ; X ; SCAAS ; Yrityspankki Skop A ; 1
vanhat osakkeet ; X ; SCF1V ; Scanfil ; 1
vanhat osakkeet ; X ; SNR1V ; Sentera ; 1
vanhat osakkeet ; X ; SILMA ; Silmäasema ; 1 ;
vanhat osakkeet ; X ; SJA1V ; Silja ; 1
vanhat osakkeet ; X ; SOO1VNELI2 ; Soon Comm. vaih-os 2 ; 1
vanhat osakkeet ; X ; SOO1V ; Soon Communications ; 1
vanhat osakkeet ; X ; SOO1VELI ; Soon vaihto-osake ; 1
vanhat osakkeet ; X ; SRA1V ; Sonera ; 1
vanhat osakkeet ; X ; SRA1VN0399 ; Sonera bonus ; 1
vanhat osakkeet ; X ; SSH1V ; SSH Communications ; 1
vanhat osakkeet ; X ; STABS ; Starckjohann ; 1
vanhat osakkeet ; X ; STOAS ; Stockmann A ; 1
vanhat osakkeet ; X ; STOBV ; Stockmann B ; 1
vanhat osakkeet ; X ; SOI1S ; Suom. Optiopörssi ; 1
vanhat osakkeet ; X ; SHEAV ; Suomen Helasto A ; 1
vanhat osakkeet ; X ; SHE1V ; Suomen Helasto ; 1
vanhat osakkeet ; X ; SPAAV ; Suomen Spar A ; 1
vanhat osakkeet ; X ; SPAKV ; Suomen Spar K ; 1
vanhat osakkeet ; X ; SSK1S ; SSK S. Sääst.Kiint. ; 1
vanhat osakkeet ; X ; SUO1V ; J.W. Suominen Yhtymä ; 1
vanhat osakkeet ; X ; SFT1V ; Stonesoft ; 1
vanhat osakkeet ; X ; SUU1V ; Suunto ; 1
vanhat osakkeet ; X ; SWSAV ; Sanoma-WSOY A ; 1
vanhat osakkeet ; X ; SWSBV ; Sanoma-WSOY B ; 1
vanhat osakkeet ; X ; SAT1V ; Satama Interactive ; 1
vanhat osakkeet ; X ; SAG1V ; Saunalahti Group ; 1
vanhat osakkeet ; X ; SDA1V ; Sponda ; 1 ; EUR
vanhat osakkeet ; X ; STMBS ; Stromsdal B ; 1
vanhat osakkeet ; X ; THT1V ; TH Tiedonhallinta ; 1
vanhat osakkeet ; X ; TAM1V ; Takoma ; 1 ; EUR
vanhat osakkeet ; X ; TTM1V ; Talentum ; 1 ; EUR
vanhat osakkeet ; X ; TLV1V ; Talvivaaran kaivosyhtiö ; 1 ; EUR
vanhat osakkeet ; X ; TAFPS ; Tamfelt Etu ; 1 ; EUR
vanhat osakkeet ; X ; TAFKS ; Tamfelt Kanta ; 1 ; EUR
